vfalter,vfsafe,vfproblem,age,gender,education,brexit_vote,vote2017_dum,nation_weight,pid
Agree,Neither agree nor disagree,Strongly agree,72,Female,1,2. Leave,Winner,0.731442648,Conservative
Strongly disagree,Strongly agree,Strongly disagree,70,Male,1,1. Remain,Winner,0.742390137,Conservative
Slightly agree,Neither agree nor disagree,Slightly agree,38,Male,3,1. Remain,Winner,0.934375131,Conservative
Neither agree nor disagree,Neither agree nor disagree,Strongly agree,67,Female,1,NA,NA,0.650300074,Other
Strongly agree,Disagree,Agree,55,Female,1,2. Leave,Winner,0.702541476,Conservative
Agree,Disagree,Strongly agree,72,Female,1,2. Leave,Winner,0.960121898,UKIP Brexit
Strongly agree,Strongly disagree,Strongly agree,58,Female,2,2. Leave,Winner,0.80075058,Other
Disagree,Agree,Disagree,45,Male,2,1. Remain,Winner,0.68723813,Conservative
Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,61,Female,2,1. Remain,Loser,0.731695609,Other
Slightly disagree,Slightly agree,Disagree,62,Female,2,1. Remain,NA,0.619947439,Other
Neither agree nor disagree,Slightly disagree,Slightly agree,27,Female,2,2. Leave,Loser,1.944367198,Other
Slightly disagree,Agree,Neither agree nor disagree,49,Male,1,1. Remain,Loser,1.157711956,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,37,Male,3,2. Leave,NA,0.837852981,Conservative
Disagree,Neither agree nor disagree,Disagree,62,Female,2,2. Leave,Winner,0.828281642,Conservative
Neither agree nor disagree,Slightly disagree,Slightly agree,29,Female,3,1. Remain,Loser,0.675250035,Other
Disagree,Neither agree nor disagree,Neither agree nor disagree,61,Male,3,2. Leave,Winner,0.825338652,Conservative
Slightly agree,Slightly disagree,Agree,66,Female,2,1. Remain,NA,0.492634293,Other
Neither agree nor disagree,Strongly disagree,Agree,66,Female,2,2. Leave,Winner,0.662129256,Other
Slightly agree,Slightly disagree,Neither agree nor disagree,22,Female,2,2. Leave,Winner,1.434454782,Conservative
Slightly disagree,Neither agree nor disagree,Slightly disagree,65,Female,2,2. Leave,Winner,0.687364892,Other
Neither agree nor disagree,Strongly agree,Neither agree nor disagree,67,Female,2,2. Leave,Loser,0.743364364,Other
Slightly disagree,Slightly disagree,Disagree,50,Male,1,1. Remain,Loser,0.65786626,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,46,Female,2,NA,Loser,0.922481293,Other
Disagree,Agree,Disagree,43,Male,3,1. Remain,Loser,0.811173727,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,55,Male,2,1. Remain,Loser,0.78408944,Other
Slightly disagree,Neither agree nor disagree,Slightly disagree,67,Male,2,1. Remain,Loser,0.58593342,Other
Slightly agree,Disagree,Agree,54,Male,2,2. Leave,Loser,1.021773097,UKIP Brexit
Neither agree nor disagree,Agree,Neither agree nor disagree,35,Female,3,1. Remain,Loser,0.681292796,Other
Slightly disagree,Neither agree nor disagree,Slightly disagree,30,Female,2,1. Remain,Loser,0.579713815,Other
Strongly agree,Strongly disagree,Agree,65,Female,1,2. Leave,Loser,1.921865242,Other
Strongly disagree,Neither agree nor disagree,Disagree,44,Female,1,2. Leave,Winner,0.647623208,Conservative
Disagree,Agree,Slightly disagree,41,Male,2,1. Remain,Loser,0.558268866,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,64,Female,1,1. Remain,Winner,0.515553588,Conservative
Neither agree nor disagree,Disagree,Neither agree nor disagree,72,Female,3,1. Remain,Loser,0.55053714,Other
Slightly agree,Slightly disagree,Slightly agree,55,Female,2,1. Remain,Loser,0.586290045,Other
Neither agree nor disagree,Slightly agree,Slightly agree,38,Male,3,1. Remain,Loser,0.995614957,Other
Strongly disagree,Neither agree nor disagree,Disagree,37,Male,2,1. Remain,Loser,0.988412663,Other
Slightly disagree,Slightly agree,Disagree,57,Female,1,1. Remain,Loser,0.646964456,Other
Agree,Neither agree nor disagree,Neither agree nor disagree,25,Male,2,1. Remain,Loser,0.469921903,Other
Neither agree nor disagree,Slightly agree,Disagree,67,Female,1,2. Leave,Winner,0.825012135,UKIP Brexit
Slightly agree,Slightly disagree,Slightly agree,66,Male,2,2. Leave,Winner,0.727039645,Conservative
Neither agree nor disagree,Slightly disagree,Slightly agree,52,Male,2,NA,Winner,1.147303997,Other
Neither agree nor disagree,Agree,Neither agree nor disagree,67,Female,2,1. Remain,Winner,0.564456859,Conservative
Slightly disagree,Slightly agree,Neither agree nor disagree,41,Female,2,2. Leave,Loser,0.706527639,Other
Slightly agree,Disagree,Slightly agree,71,Male,2,2. Leave,Winner,0.660312295,Conservative
Agree,Slightly disagree,Slightly agree,34,Female,3,1. Remain,Loser,0.640038151,Other
Slightly agree,Slightly disagree,Slightly agree,32,Female,2,1. Remain,Loser,0.738179565,Other
Slightly agree,Neither agree nor disagree,Neither agree nor disagree,73,Female,1,1. Remain,Winner,0.624255205,Conservative
Disagree,Slightly disagree,Disagree,48,Male,3,2. Leave,Winner,1.021884632,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,48,Female,3,2. Leave,Loser,0.8144836,Other
Slightly agree,Slightly disagree,Neither agree nor disagree,37,Female,2,1. Remain,Loser,0.602305921,Other
Disagree,Neither agree nor disagree,Disagree,35,Female,3,2. Leave,Winner,0.739588829,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,24,Female,2,NA,Loser,0.629720108,Other
Slightly agree,Neither agree nor disagree,Slightly agree,31,Female,3,1. Remain,Loser,0.675250035,Other
Strongly disagree,Strongly agree,Strongly disagree,49,Female,1,1. Remain,Loser,0.449215439,Other
Slightly agree,Neither agree nor disagree,Slightly disagree,69,Female,2,2. Leave,Winner,0.642159315,Conservative
Neither agree nor disagree,Slightly disagree,Slightly disagree,57,Female,1,2. Leave,Winner,0.74844315,Conservative
Strongly disagree,Neither agree nor disagree,Strongly disagree,50,Male,3,2. Leave,Winner,0.825338652,Conservative
Disagree,Slightly agree,Slightly disagree,71,Male,2,1. Remain,Loser,0.514627012,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,25,Female,1,NA,NA,1.429370661,Other
Strongly agree,Strongly disagree,Strongly agree,55,Male,3,2. Leave,NA,1.685814419,Other
Neither agree nor disagree,Slightly agree,Disagree,73,Female,1,2. Leave,Winner,0.850668453,Other
Agree,Disagree,Agree,46,Male,1,2. Leave,Winner,1.116860357,Conservative
Strongly disagree,Agree,Disagree,23,Female,2,2. Leave,Winner,0.520647535,Conservative
Slightly agree,Neither agree nor disagree,Slightly agree,56,Male,1,2. Leave,Loser,0.779297207,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,40,Male,3,1. Remain,Loser,0.978022407,Other
Neither agree nor disagree,Slightly agree,Slightly disagree,28,Male,3,1. Remain,Winner,0.983231746,Other
Slightly agree,Neither agree nor disagree,Agree,39,Female,2,1. Remain,Loser,0.641128478,Other
Neither agree nor disagree,Disagree,Slightly disagree,48,Female,2,2. Leave,Winner,0.653303168,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,51,Female,1,2. Leave,Loser,0.614429832,Other
Strongly disagree,Agree,Disagree,46,Male,2,1. Remain,Loser,0.612631835,Other
Slightly disagree,Disagree,Strongly disagree,28,Female,1,NA,NA,0.51880221,Conservative
Disagree,Slightly agree,Slightly disagree,27,Female,2,1. Remain,Winner,2.019076562,Other
Slightly disagree,Slightly agree,Slightly disagree,44,Male,2,NA,Loser,0.87921651,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,59,Female,1,NA,Winner,0.737682854,Conservative
Strongly agree,Neither agree nor disagree,Strongly agree,26,Female,1,1. Remain,NA,0.889579106,Other
Slightly agree,Slightly agree,Slightly agree,21,Female,2,1. Remain,Winner,0.411671186,Conservative
Disagree,Slightly agree,Neither agree nor disagree,49,Female,1,2. Leave,Loser,1.162655155,Other
Agree,Agree,Agree,61,Female,1,2. Leave,Loser,0.656970163,Other
Slightly disagree,Slightly agree,Disagree,70,Male,3,1. Remain,Loser,0.563599387,Other
Disagree,Neither agree nor disagree,Slightly disagree,41,Male,2,NA,Loser,1.858103477,Other
Slightly disagree,Slightly disagree,Disagree,45,Male,2,1. Remain,Loser,0.553946909,Other
Slightly agree,Slightly disagree,Strongly disagree,79,Female,1,2. Leave,Loser,1.848609474,Other
Slightly disagree,Slightly agree,Slightly disagree,68,Female,1,1. Remain,Winner,0.624255205,Other
Strongly agree,Strongly disagree,Strongly agree,54,Male,1,2. Leave,Winner,0.742688876,Conservative
Slightly agree,Neither agree nor disagree,Slightly agree,48,Female,1,2. Leave,NA,0.439945358,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,43,Male,3,2. Leave,Winner,1.312863026,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,53,Male,2,2. Leave,Winner,1.000892851,Conservative
Disagree,Strongly disagree,Slightly agree,53,Male,2,2. Leave,Winner,0.905015817,Conservative
Strongly disagree,Strongly agree,Strongly disagree,46,Male,2,1. Remain,Loser,0.618114231,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,25,Male,3,1. Remain,Loser,0.883221969,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,58,Male,2,NA,Winner,1.3336769,Conservative
Agree,Disagree,Agree,58,Male,3,1. Remain,Loser,1.187995131,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,50,Female,1,2. Leave,Winner,1.665688858,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,31,Male,3,2. Leave,Winner,0.995461768,Other
Neither agree nor disagree,Agree,Agree,54,Male,3,1. Remain,Loser,1.186644811,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,22,Male,1,2. Leave,NA,4.722920055,UKIP Brexit
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,74,Female,1,1. Remain,Loser,0.595335499,Other
Slightly agree,Disagree,Strongly agree,69,Male,1,1. Remain,Loser,0.624016173,Other
Slightly disagree,Neither agree nor disagree,Slightly disagree,45,Male,2,1. Remain,Loser,0.512665171,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,47,Female,1,2. Leave,Winner,0.540674989,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,46,Female,2,NA,NA,0.897173912,Other
Slightly disagree,Neither agree nor disagree,Strongly disagree,35,Male,1,1. Remain,NA,0.701312873,Other
Strongly agree,Strongly disagree,Strongly agree,45,Male,2,2. Leave,Winner,0.670449967,Conservative
Slightly disagree,Slightly agree,Slightly disagree,55,Female,1,1. Remain,Loser,1.37510777,Other
Agree,Agree,Slightly disagree,59,Female,3,1. Remain,Loser,0.78793872,Other
Strongly agree,Strongly disagree,Strongly agree,21,Male,2,2. Leave,Loser,1.739304532,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,48,Male,2,2. Leave,NA,0.66247867,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,63,Female,1,1. Remain,Loser,0.646964456,Other
Slightly disagree,Slightly disagree,Slightly agree,20,Female,2,1. Remain,Loser,0.321710208,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,27,Male,2,1. Remain,NA,0.413674242,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,25,Female,2,1. Remain,Winner,0.571065742,Other
Agree,Slightly disagree,Agree,21,Female,2,NA,Loser,0.670309688,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,35,Female,2,2. Leave,Winner,0.756073782,Other
Disagree,Agree,Strongly disagree,66,Male,3,1. Remain,Loser,0.514042067,Other
Agree,Strongly disagree,Slightly agree,29,Female,3,1. Remain,Loser,0.791443523,Other
Disagree,Slightly agree,Disagree,45,Male,3,1. Remain,Loser,0.775832161,Other
Strongly disagree,Agree,Strongly disagree,48,Female,3,1. Remain,Loser,0.790543939,Other
Slightly agree,Slightly disagree,Slightly agree,49,Female,1,2. Leave,Winner,1.672956636,Other
Slightly agree,Slightly disagree,Slightly agree,48,Female,3,1. Remain,Loser,0.597021914,Other
Neither agree nor disagree,Slightly agree,Slightly disagree,63,Female,1,2. Leave,Loser,0.614429832,Other
Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,41,Female,3,2. Leave,Loser,0.701126225,Other
Disagree,Agree,Disagree,57,Male,2,1. Remain,Loser,0.833154124,Other
Strongly agree,Disagree,Strongly agree,57,Female,3,1. Remain,Loser,0.68505354,Other
Disagree,Agree,Disagree,41,Female,3,1. Remain,Loser,1.204854968,Other
Slightly agree,Slightly disagree,Neither agree nor disagree,58,Female,2,NA,Loser,0.996912576,Other
Slightly disagree,Neither agree nor disagree,Slightly agree,21,Female,3,1. Remain,Loser,0.331119969,Other
Strongly agree,Disagree,Strongly agree,49,Female,1,NA,NA,0.634242623,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,49,Female,1,2. Leave,Winner,0.507357902,Other
Disagree,Agree,Slightly disagree,67,Male,1,1. Remain,Loser,0.604055005,Other
Disagree,Agree,Disagree,60,Male,3,1. Remain,Loser,0.62121012900000006,Other
Disagree,Neither agree nor disagree,Slightly disagree,20,Female,2,NA,NA,1.355983503,Other
Strongly agree,Disagree,Agree,68,Male,1,2. Leave,NA,0.50988153,Other
Slightly agree,Neither agree nor disagree,Neither agree nor disagree,41,Female,2,1. Remain,Winner,0.553212775,Other
Agree,Disagree,Strongly agree,40,Male,3,1. Remain,Loser,0.897109165,Conservative
Disagree,Slightly agree,Disagree,75,Male,1,1. Remain,Loser,1.147293622,Other
Agree,Slightly disagree,Agree,51,Male,2,2. Leave,Loser,1.181667192,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,50,Female,1,2. Leave,Winner,0.62484557,Other
Slightly agree,Disagree,Slightly disagree,28,Male,1,NA,Loser,0.9854371,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,47,Female,1,2. Leave,NA,0.39780233,Other
Strongly agree,Strongly disagree,Strongly agree,45,Male,2,NA,NA,0.784344578,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,69,Female,2,NA,NA,0.650300074,Other
Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,66,Female,1,1. Remain,Winner,0.586454384,Other
Slightly agree,Slightly agree,Slightly agree,44,Male,1,NA,NA,1.023840703,UKIP Brexit
Slightly agree,Slightly disagree,Slightly agree,74,Female,2,2. Leave,Loser,0.612666585,Other
Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,37,Female,1,2. Leave,Winner,0.523731067,Conservative
Slightly disagree,Slightly agree,Slightly disagree,60,Female,2,1. Remain,Winner,0.658316267,Conservative
Disagree,Slightly agree,Slightly disagree,49,Male,1,NA,Loser,1.115978245,Other
Slightly disagree,Neither agree nor disagree,Slightly disagree,54,Female,3,1. Remain,Loser,4.459874077,Other
Slightly agree,Slightly disagree,Agree,32,Female,1,1. Remain,Loser,1.094267188,Other
Slightly agree,Slightly disagree,Neither agree nor disagree,36,Female,3,1. Remain,Loser,0.597701284,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,41,Female,2,2. Leave,Winner,0.833722983,Conservative
Slightly agree,Neither agree nor disagree,Slightly disagree,69,Male,2,NA,Winner,1.037826149,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,37,Female,1,1. Remain,Loser,0.491686534,Other
Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,66,Female,2,1. Remain,Loser,0.434405443,Other
Slightly disagree,Neither agree nor disagree,Slightly agree,62,Male,1,1. Remain,Loser,0.871881888,Conservative
Neither agree nor disagree,Slightly agree,Slightly agree,73,Male,3,1. Remain,Loser,0.648744372,Other
Agree,Disagree,Agree,62,Male,2,2. Leave,Winner,0.882618046,Conservative
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,70,Female,1,1. Remain,Loser,0.735329401,Other
Slightly agree,Strongly disagree,Disagree,68,Female,3,2. Leave,Winner,0.641429413,Conservative
Disagree,Slightly disagree,Slightly disagree,41,Female,3,1. Remain,Loser,0.597701284,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,58,Female,2,2. Leave,Loser,0.707210903,UKIP Brexit
Strongly agree,Disagree,Agree,53,Female,3,2. Leave,Winner,0.773664328,Conservative
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,55,Female,1,2. Leave,Loser,0.666556169,Other
Neither agree nor disagree,Slightly agree,Agree,26,Female,3,1. Remain,Loser,0.633640262,Other
Slightly agree,Neither agree nor disagree,Neither agree nor disagree,57,Male,2,2. Leave,Loser,1.180324065,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,30,Female,1,1. Remain,Loser,0.382710841,Other
Disagree,Disagree,Disagree,70,Male,2,2. Leave,Winner,0.870851725,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,54,Male,3,1. Remain,NA,0.623878964,Other
Disagree,Neither agree nor disagree,Neither agree nor disagree,30,Female,3,2. Leave,Winner,0.858455052,Conservative
Slightly agree,Neither agree nor disagree,Slightly agree,69,Male,1,NA,NA,1.996963649,Other
Disagree,Neither agree nor disagree,Slightly disagree,21,Female,2,NA,Loser,0.53706718,Other
Strongly agree,Strongly disagree,Strongly agree,62,Male,2,2. Leave,Winner,1.162716189,Conservative
Strongly agree,Disagree,Agree,63,Male,3,2. Leave,Loser,0.761846792,UKIP Brexit
